Xrhsths{onomaXrhsth='515501', onoma='Αλεξανδρος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='924901', email='acdem515501@academia.gr', roloi=[FOITITIS]}
Xrhsths{onomaXrhsth='740344', onoma='Μανωλης', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='599476', email='acdem740344@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='586929', onoma='Ολγα', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='762765', email='acdem586929@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='148744', onoma='Νικος', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='728435', email='acdem148744@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='836748', onoma='Ολγα', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='030154', email='acdem836748@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='574706', onoma='Τζον', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='489755', email='acdem574706@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='153096', onoma='Αλεξανδρος', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='390205', email='acdem153096@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='753079', onoma='Ολγα', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='006813', email='acdem753079@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='048992', onoma='Αλεξανδρος', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='292875', email='acdem048992@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='288667', onoma='Νατασσα', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='078124', email='acdem288667@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='569769', onoma='Μανωλης', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2001-12-09, kwdikos='938437', email='acdem569769@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='835490', onoma='Φιλιππος', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2005-12-09, kwdikos='708174', email='acdem835490@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='593872', onoma='Φιλιππος', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='401525', email='acdem593872@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='916347', onoma='Μαρια', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2004-12-09, kwdikos='647933', email='acdem916347@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='533333', onoma='Γιωργος', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2003-12-09, kwdikos='434136', email='acdem533333@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='986698', onoma='Νικος', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2004-12-09, kwdikos='707796', email='acdem986698@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='295199', onoma='Ελισαβετ', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='477479', email='acdem295199@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='748716', onoma='Ελλη', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='478594', email='acdem748716@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='207418', onoma='Πετρος', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='071404', email='acdem207418@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='870263', onoma='Τζον', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='878067', email='acdem870263@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='085013', onoma='Τζεραρ', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='789792', email='acdem085013@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='013646', onoma='Ελισαβετ', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='450477', email='acdem013646@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='175735', onoma='Πετρος', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2001-12-09, kwdikos='204294', email='acdem175735@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='437094', onoma='Τζον', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='725880', email='acdem437094@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='685619', onoma='Ελλη', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='813050', email='acdem685619@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='550900', onoma='Τζον', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2003-12-09, kwdikos='190831', email='acdem550900@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='431773', onoma='Ελλη', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2004-12-09, kwdikos='870911', email='acdem431773@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='457700', onoma='Τζον', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='622327', email='acdem457700@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='350900', onoma='Εση', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='694515', email='acdem350900@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='976878', onoma='Νικος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='835180', email='acdem976878@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='268808', onoma='Ελισαβετ', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='508414', email='acdem268808@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='579347', onoma='Τζον', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='672354', email='acdem579347@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='404394', onoma='Μανωλης', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='383456', email='acdem404394@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='592530', onoma='Τζουλια', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='608584', email='acdem592530@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='520274', onoma='Τζουλια', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='255575', email='acdem520274@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='869022', onoma='Ελισαβετ', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='297166', email='acdem869022@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='444606', onoma='Τζουλια', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='020939', email='acdem444606@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='882225', onoma='Εση', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='851403', email='acdem882225@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='139429', onoma='Ελισαβετ', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='703977', email='acdem139429@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='476430', onoma='Γιωργος', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='815297', email='acdem476430@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='185523', onoma='Νικος', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='165091', email='acdem185523@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='388057', onoma='Τζεραρ', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='142779', email='acdem388057@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='182493', onoma='Εση', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='801707', email='acdem182493@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='216392', onoma='Τζουλια', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='024171', email='acdem216392@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='804973', onoma='Τζεραρ', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='882030', email='acdem804973@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='141504', onoma='Βασιλης', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='413165', email='acdem141504@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='301277', onoma='Νικος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='339144', email='acdem301277@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='918793', onoma='Γιωργος', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='703927', email='acdem918793@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='188805', onoma='Τζεραρ', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='978017', email='acdem188805@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='469909', onoma='Μανωλης', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='771072', email='acdem469909@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='241562', onoma='Μανωλης', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='490095', email='acdem241562@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='882011', onoma='Πετρος', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='133776', email='acdem882011@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='789855', onoma='Αννα', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2001-12-09, kwdikos='428462', email='acdem789855@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='078754', onoma='Πετρος', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='438979', email='acdem078754@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='965982', onoma='Εση', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='752788', email='acdem965982@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='834134', onoma='Ελισαβετ', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='438616', email='acdem834134@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='091715', onoma='Τζουλια', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='011367', email='acdem091715@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='061934', onoma='Αννα', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='823174', email='acdem061934@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='196661', onoma='Βασιλης', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='255268', email='acdem196661@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='304796', onoma='Βασιλης', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='797137', email='acdem304796@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='195571', onoma='Νικος', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='470998', email='acdem195571@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='951582', onoma='Ελλη', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='895857', email='acdem951582@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='326322', onoma='Πετρος', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2001-12-09, kwdikos='473596', email='acdem326322@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='497118', onoma='Γιωργος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='315898', email='acdem497118@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='068568', onoma='Ελισαβετ', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='251824', email='acdem068568@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='826992', onoma='Αλεξανδρος', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2004-12-09, kwdikos='060156', email='acdem826992@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='512671', onoma='Ραδιον', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='003818', email='acdem512671@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='139606', onoma='Ελισαβετ', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2001-12-09, kwdikos='074597', email='acdem139606@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='672349', onoma='Πετρος', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2003-12-09, kwdikos='792206', email='acdem672349@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='499771', onoma='Φιλιππος', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='828235', email='acdem499771@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='313476', onoma='Τζεραρ', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='985685', email='acdem313476@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='925092', onoma='Αλεξανδρος', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='200389', email='acdem925092@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='476641', onoma='Τζουλια', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='355610', email='acdem476641@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='977784', onoma='Νατασσα', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='349313', email='acdem977784@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='669167', onoma='Μαρια', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2002-12-09, kwdikos='050806', email='acdem669167@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='022331', onoma='Τζον', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='651075', email='acdem022331@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='267513', onoma='Ολγα', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2004-12-09, kwdikos='063860', email='acdem267513@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='136106', onoma='Ολγα', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='421836', email='acdem136106@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='460077', onoma='Φιλιππος', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='429576', email='acdem460077@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='877089', onoma='Ολγα', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='743549', email='acdem877089@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='335005', onoma='Τζουλια', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='099375', email='acdem335005@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='275140', onoma='Τζεραρ', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='537195', email='acdem275140@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='871532', onoma='Ραδιον', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='584573', email='acdem871532@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='790860', onoma='Τζεραρ', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2002-12-09, kwdikos='403094', email='acdem790860@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='461172', onoma='Νικος', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='655404', email='acdem461172@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='894682', onoma='Ελισαβετ', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2002-12-09, kwdikos='416739', email='acdem894682@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='173987', onoma='Τζον', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2005-12-09, kwdikos='028364', email='acdem173987@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='103499', onoma='Μαρια', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='598626', email='acdem103499@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='205293', onoma='Αννα', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='085460', email='acdem205293@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='186609', onoma='Πετρος', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2003-12-09, kwdikos='640327', email='acdem186609@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='011419', onoma='Νατασσα', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='216411', email='acdem011419@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='509251', onoma='Πετρος', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='476202', email='acdem509251@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='103470', onoma='Τζον', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2005-12-09, kwdikos='075949', email='acdem103470@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='650334', onoma='Μανωλης', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='122959', email='acdem650334@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='179085', onoma='Τζουλια', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='092003', email='acdem179085@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='449054', onoma='Αλεξανδρος', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='063257', email='acdem449054@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='953305', onoma='Βασιλης', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2004-12-09, kwdikos='376682', email='acdem953305@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='221540', onoma='Εση', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='647075', email='acdem221540@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='030169', onoma='Βασιλης', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='279341', email='acdem030169@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='579550', onoma='Γιωργος', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='730300', email='acdem579550@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='619733', onoma='Ολγα', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='788986', email='acdem619733@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='410826', onoma='Αλεξανδρος', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='635507', email='acdem410826@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='815421', onoma='Αννα', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='398269', email='acdem815421@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='230014', onoma='Ολγα', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2002-12-09, kwdikos='879442', email='acdem230014@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='378297', onoma='Ραδιον', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2003-12-09, kwdikos='216111', email='acdem378297@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='486682', onoma='Αννα', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='641715', email='acdem486682@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='789654', onoma='Νατασσα', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2002-12-09, kwdikos='906409', email='acdem789654@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='496233', onoma='Νικος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='521508', email='acdem496233@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='383638', onoma='Νικος', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='674097', email='acdem383638@academia.gr', roloi=[FOITITIS]}
